Id	Kodu	BolumTipiId	ParentId	Adi	BlokId	ServisKatId	IptalAciklamaId	IptalAciklamasi	OperationTypeId	CreatedByLoginId	CreatedDate	ModifiedByLoginId	ModifiedDate	State	RecordStamp	BolumAltTipiId	AyaktanEpikrizSablonId	YatanEpikrizSablonId	AyaktanOzetEpikrizSablonId	YatanOzetEpikrizSablonId	SGKHastaFarkOrani	IsRandevuVerilir	IsWebRandevuVerilir	SaglikTesisKodu	BolumSorumlusu	IrtibatTelefonu	VentilatorSayisi	KonsultasyonHizmetId	MasrafMerkeziId	IsAtolye	SKRSKlinikId	IsSGKHastaPayiAlınmayacak	IsSGKHastaPayiAlinmayacak	SKRSKodu	BransId	PrDefterBaslangicNo	PrDefterBitisNo	MerkezId	SenkronizasyonTarihi	SenkronizasyonLogId	RandevuCizelgeSuresi	KurumsuzMuayeneKontrolSuresi	IsNotIndirimOnayOtomatik	YabanciAd	MuayeneFormKodu	BolumTIGId	KisaAd	IsKurumsuzKontroldeAyriProtokolAcilsin	IsKatilimPayindanMuaf	IsEpikriziBolumeOzel	HastaneCariId	ENabizSaglikTesisiId	Aciklama	TeleTipKurumKodu	IsKDVsizFaturaKesilemesin	RandevuAciklamasi	SubeId	ISPandemiKlinigi	PandemiKlinigiYatakTuruId	IsFiyatTeklifVerenBolum	MobileId	IsIlkTaniTarihiKontroluYapilsin	AlternatifAd
756	1011	1		Uşaq urologiyası	0				54	1	13.01.2020 14:48:07	40522333	3.03.2023 10:55:50	1	System.Byte[]		1	2	11	12		True	True					100024	1451					133	282							14	True	Pediatric Urology													167			True	756		
757	1012	1		Çocuk Üroloji Klin	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:07:04	0	System.Byte[]							True	False												125								True														167				757		
758	1013	1		Qastroenteroloji cərrahiyyə	0				54	1	13.01.2020 14:48:07	133425523	31.05.2024 11:22:22	1	System.Byte[]		1	2	11	12		True	True					100024	1230					145	122							14	True	Gastroenterology Surgery													167			True	758		
759	1014	1		Perinatologiya	0				54	1	13.01.2020 14:48:07	40522333	2.03.2023 16:25:52	1	System.Byte[]		1	2	11	12		True	True					100024	1251					173	128							14	True	Perinatology													167			True	759		
760	1015	1		Perinatoloji	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												128								True														167				760		
761	1016	1		Onkologiya	0				54	1	13.01.2020 14:48:07	30762879	21.11.2022 14:32:04	1	System.Byte[]		1	2	11	12		True	True					100024	1244			False		192	103							30	True	Medical Oncology					True								167			True	761		
762	1017	1		Tıbbi Onkoloji Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												103								True														167				762		
763	1018	1		Neonatologiya	0				54	1	13.01.2020 14:48:07	482814517	15.05.2026 17:52:25	1	System.Byte[]	4	1	2	11	12		True	True					100024	1262					167	117							14	True	Neonatology													167			True	763		
764	1019	1		Neonatoloji	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1262						117								True														167				764		
767	481	1		İnme Merkezi Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1326						35								True														167				767		
768	25	1		İnme Merkezi	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:10:45	0	System.Byte[]							True	True						1326						35								True														167				768		
769	25	1		Saç əkimi	0				54	1	13.01.2020 14:48:07	133425523	31.05.2024 11:13:20	1	System.Byte[]		1	2	11	12		True	True					100024	1256					175	27							14	True	Hair Transplant Clinic													167			True	769		
781	1020	1		İnvaziv Radyologiya	0				54	1	13.01.2020 14:48:07	133425523	31.05.2024 11:22:01	1	System.Byte[]		1	2	11	12		True	True					100024	1268					178	283							14	True	Interventional radiology													167			True	781		
782	1021	1		ewewrewr	0				54	1	13.01.2020 14:48:07			0	System.Byte[]							True	False												89								True														167				782		
792	792	1		Evde Bakım Hizmetleri	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				792		
794	794	1		Çocuk Gastroenteroloji	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				794		
795	795	1		Çocuk Gastroenteroloji Kliniği	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				795		
796	796	1		Algoloji Kliniği	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				796		
798	798	1		Çocuk Nöroloji Kliniği	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				798		
801	801	1		Çocuk Gelişimi	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				801		
804	804	1		Çocuk Endokrinolojisi Bölümü	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				804		
805	805	1		Çocuk Endokrinolojisi	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				805		
806	806	1		Nöroradyoloji	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				806		
807	807	1		Nöroradyoloji	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				807		
808	808	1		Acil Kliniği	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				808		
811	811	1		İşyeri Hekimliği	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				811		
812	812	1		El ve Ayak Sağlığı Merkezi	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				812		
814	814	1		El ve Ayak Sağlığı Merkezi	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				814		
815	1022	1		Ortodonti	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:24:24	0	System.Byte[]							True	False												89								True														167				815		
816	1023	1		Gastroentoroloji Cerrahisi	0				54	1	13.01.2020 14:48:07			0	System.Byte[]							True	False												122								True														167				816		
817	1024	1		Gastroenteroloji Cerrahi Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												122								True														167				817		
818	818	1		Hematoloji Kliniği	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				818		
820	1025	1		Çocuk Nöroloji Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												94								True														167				820		
821	1026	1		Çocuk Üroloji Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												125								True														167				821		
822	1027	1		Yara baxımı	0				54	1	13.01.2020 14:48:07	9014	9.02.2020 15:31:28	1	System.Byte[]		1	2	11	12		True	True					100024	1231					197030	79							14	True														167				822		
823	1028	1		Yara Birimi	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1252						79								True														167				823		
826	826	1		Çocuk Hematoloji Kliniği	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				826		
827	827	1		Nükleer Tıp Kliniği	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				827		
828	1029	1		Uşaq Allerqologiyası və İmmunologiyası	0				54	1	13.01.2020 14:48:07	40522333	3.03.2023 10:53:56	1	System.Byte[]		1	2	11	12		True	True					100024	1322					124	120							14	True	Pediatric Immunology and Allergy Diseases													167			True	828		
829	1030	1		Çocuk İmmünoloji Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												120								True														167				829		
830	1031	1		İşyeri həkimi	0				54	1	13.01.2020 14:48:07	279544489	27.02.2025 10:40:15	1	System.Byte[]		1	2	11	12		True	False					100024	1217					159	159							14	True	Occupational Medicine													167			True	830		
857	857	1		Uyku Hastalıkları	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				857		
858	858	1		Uyku Hastalıkları	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				858		
860	860	1		Psikiyatri	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				860		
864	864	1		Medikal Estetik	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				864		
867	867	1		Kök Hücre Laboratuvarı	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				867		
873	1032	1		Hava ve Uzay Hekimliği	0				54	1	13.01.2020 14:48:07	252324	2.07.2021 09:51:50	1	System.Byte[]		1	2	11	12		True	True					100024	1492					154	16							9	True														167			True	873		
878	878	1		Medikal Estetik 	0		36	adfas	88	1	6.10.2020 10:49:41	244719	25.11.2020 12:14:44	0	System.Byte[]		1	2	11	12		False	False																				True														167				878		
884	1033	1		Psikoloji	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:26:00	0	System.Byte[]							True	True						1253						88								True														167				884		
886	886	1		Cihaz Medikal Estetik	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				886		
887	1034	1		Nükler Tıp	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												135								True														167				887		
889	889	1		Cihaz El ve Ayak Sağlığı Merkezi	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				889		
890	890	1		Cihaz Ses Konuşma Ve Yutma Bozuklukları	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				890		
893	893	1		Dil ve Konuşma Terapisi	0				88	1	6.10.2020 10:49:41	133425523	31.05.2024 11:24:17	1	System.Byte[]		1	2	11	12		True	False					100024	1528					165	336							9	False	Speech and Language Therapy													167				893		
908	908	1		Geriatri	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				908		
916	916	1		Tıbbi Farmakoloji	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				916		
917	917	1		Aromaterapi	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				917		
922	922	1		Diyabet Polikliniği	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				922		
923	923	1		Meme Hastalıkları ve Cerrahisi Polikliniği	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				923		
925	925	1		Meme Hastalıkları ve Cerrahisi Kliniği	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				925		
928	1035	1		Uşaq Endokrinologiya	0				1	208444	13.01.2020 16:27:24	289452679	19.03.2025 09:35:01	1	System.Byte[]		1	2	11	12		True	True					100024	1324					118	109							14	False	Pediatric Endocrinology													167			True	928		
929	1036	1		Uşaq infeksion Xəstəliklər	0				1	208444	13.01.2020 16:28:07	40522333	3.03.2023 10:52:13	1	System.Byte[]		1	2	11	12		True						100024	1228					119	116							14	False	Pediatric Infectious Diseases													167			True	929		
930	1037	1		Uşaq Qastroenterologiyası	0				1	208444	13.01.2020 16:28:52	483893094	22.05.2026 10:34:26	1	System.Byte[]		1	2	11	12		True						100024	1230					120	115							14	False	Pediatric Gastroenterology													167			True	930		
931	1038	1		Uşaq Psixologiyası	0				1	208444	13.01.2020 16:30:20	40522333	3.03.2023 10:54:47	1	System.Byte[]		1	2	11	12		True	True					100024	1365					134	367							14	False														167			True	931		
932	1039	1		Uşaq Revmatologiyası	0				1	208444	13.01.2020 16:30:53	220835383	12.11.2024 09:46:20	1	System.Byte[]		1	2	11	12		True	True					100024	1224					131	314							14	False	Pediatric Rheumatology													167			True	932		
933	1040	1		İmmünoloji ve Alerji Hastalıkları 	0				1	208444	13.01.2020 16:31:27	98732500	16.02.2024 12:19:30	1	System.Byte[]		1	2	11	12		True						100024	1308					158	100							9	False	Immunology and Allergy Diseases													167				933		
934	250	3		Üst Yönetim	0				54	1	13.01.2020 14:48:07	279544489	27.02.2025 10:01:41	1	System.Byte[]							True	True					100024	1283													9	True														167				934		
935	251	3		Başhekimlik	0				54	1	13.01.2020 14:48:07	279544489	27.02.2025 09:59:28	1	System.Byte[]							False	True					100024	1283													9	True														167				935		
936	252	3		Hasta Bakım Hizmetleri Müdürlüğü	0				54	1	13.01.2020 14:48:07	279544489	27.02.2025 10:02:09	1	System.Byte[]							True	True					100024	1298													9	True														167				936		
937	253	3		Misafir Hizmetleri Müdürlüğü	0				54	1	13.01.2020 14:48:07	279544489	27.02.2025 10:04:41	1	System.Byte[]							True	True					100024	1295	True												9	True														167				937		
938	254	3		Bilgi Sistemleri Müdürlüğü	0				54	1	13.01.2020 14:48:07	351936737	10.07.2025 13:50:00	1	System.Byte[]							True	True					100024	1289	False												9	True														167				938		
939	255	3		Teknik Hizmetler Müdürlüğü	0				54	1	13.01.2020 14:48:07	351936737	10.07.2025 14:10:08	1	System.Byte[]							True	True					100024	1291	False												9	True														167				939		
940	256	3		Otelcilik Hizmetleri Müdürlüğü	0				54	1	13.01.2020 14:48:07	675	7.02.2020 21:05:22	1	System.Byte[]							True	True					100024	1300													9	True														167				940		
941	257	3		İnsan Kaynakları Müdürlüğü	0				54	1	13.01.2020 14:48:07			1	System.Byte[]							True	True					100024	1299													9	True														167				941		
942	258	3		Kurumsal Tanıtım Müdürlüğü	0				54	1	13.01.2020 14:48:07	279544489	27.02.2025 10:05:54	1	System.Byte[]							True	True					100024	1288													9	True														167				942		
943	259	3		Mali İşler Müdürlüğü	0				54	1	13.01.2020 14:48:07	675	7.02.2020 21:05:09	1	System.Byte[]							True	True					100024	1284													9	True														167				943		
944	260	3		Kurumsal Faturalama Müdürlüğü	0				54	1	13.01.2020 14:48:07	330820261	2.06.2025 13:58:02	1	System.Byte[]							True	True					100024	1285	True												9	True														167				944		
945	261	3		Pazarlama Müdürlüğü	0				54	1	13.01.2020 14:48:07	279544489	27.02.2025 10:06:12	1	System.Byte[]							True	True					100024	1288													9	True														167				945		
946	262	3		Satınalma Müdürlüğü	0				54	1	13.01.2020 14:48:07	330820261	2.06.2025 13:47:53	1	System.Byte[]							True	True					100024	1290	True												9	True														167				946		
947	263	3		Kalite Müdürlüğü	0				54	1	13.01.2020 14:48:07	675	7.02.2020 21:04:53	1	System.Byte[]							True	True					100024	1286													9	True														167				947		
948	264	3		Resmi İşlemler ve Ruhsatlandırma Müdürlüğü	0				54	1	13.01.2020 14:48:07	279544489	27.02.2025 10:06:38	1	System.Byte[]							True	True					100024	1283													9	True														167				948		
949	265	3		Hasta Hakları Müdürlüğü	0				54	1	13.01.2020 14:48:07	279544489	27.02.2025 10:07:02	1	System.Byte[]							True	True					100024	1287													9	True														167				949		
950	266	3		Biyomedikal Müdürlüğü	0				54	1	13.01.2020 14:48:07	351936737	10.07.2025 14:07:37	1	System.Byte[]							True	True					100024	1293	False												9	True														167				950		
951	267	3		Anlaşmalı Kurumlar Müdürlüğü	0				54	1	13.01.2020 14:48:07	351936737	10.07.2025 14:12:37	1	System.Byte[]							True	True					100024	1301	True												9	True														167				951		
952	268	3		Hekimlik	0				54	1	13.01.2020 14:48:07	351936737	10.07.2025 14:11:00	1	System.Byte[]							True	True					100024	1283	True												9	True														167				952		
953	269	3		İnme Merkezi1	0				54	1	13.01.2020 14:48:07	243456	14.07.2020 09:45:00	1	System.Byte[]							True	True					100024	1326													9	True														167				953		
954	270	3		Uluslararası Misafir Hizmetleri Müdürlüğü	0				54	1	13.01.2020 14:48:07	351936737	10.07.2025 14:13:35	1	System.Byte[]							True	True					100024	1304	True												9	True														167				954		
971	971	1		Deri ve Zührevi Hastalıklar	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				971		
972	972	1		Perinotoloji 	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				972		
974	974	1		Çocuk Beslenme Hastalıkları 	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				974		
983	983	1		Dışardan laboratuvar	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False															983					True														167				983		
1096	1096	1		Yeni_Doğan_YB	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1096		
1098	1098	1		Koroner yoğun bakım	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1098		
1100	1100	1		Göğüs Hastalıkları	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1100		
1101	1101	1		Yeni Doğan Kliniği	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1101		
1102	1102	1		Neonatoloji	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1102		
1106	1106	1		Endokrinoloji ve Metabolizma Hast.	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1106		
1107	1107	1		Gastroenteroloji	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1107		
1117	1117	1		Çocuk Kliniği	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1117		
1120	1120	1		Tıbbi Onkoloji(Onk.)	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1120		
1122	1122	1		Çocuk Hematolojisi ve Onkolojisi	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1122		
1123	1123	1		Çocuk Hematolojisi ve Onkoloji Kliniği	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1123		
1145	1041	1	23	Patoloji.	0		36		1	6000	8.02.2020 17:54:23	6000	8.02.2020 17:55:11	0	System.Byte[]		1																	194	136								False								101946						167				1145		
1146	1042	1		Histopatologiya	0				1	6000	8.02.2020 17:55:03	267503468	5.02.2025 15:47:40	1	System.Byte[]							True	True					100024	1313					194	136							14	False	Histopathology													167			True	1146		
1147	1043	1		DIŞ BÖLÜM	0				1	18398	11.02.2020 15:45:52	279544489	27.02.2025 10:01:04	1	System.Byte[]													100024	1269					197004	20			1043				9	False														167				1147		
1148	1044	1	35	ALİ DURDU	0		36		1	191596	11.03.2020 19:25:51	243320	24.06.2020 16:55:58	0	System.Byte[]																			157	66						20		False														167				1148		
1149	1045	1		Koroner Yoğun Bakım	0				1	243183	16.04.2020 09:34:21	274822416	18.02.2025 17:19:19	1	System.Byte[]	4												100024	1240					197020	67							9	False														167			True	1149		
1150	1046	1		ÜDC İntensiv Terapiya	0				1	243183	16.04.2020 09:36:34	274822416	18.02.2025 17:19:27	1	System.Byte[]	4												100024	1310					197021	77							14	False														167			True	1150		
1151	1047	1		Dahiliye Yoğun Bakım	0				1	243184	16.04.2020 09:43:19	274822416	18.02.2025 17:18:44	1	System.Byte[]	4												100024	1460					197010	12							9	False	Internal Intensive Care													167				1151		
1152	1048	1		Cerrahi Yoğun Bakım	0				1	243184	16.04.2020 09:43:55	274822416	18.02.2025 17:18:31	1	System.Byte[]	4												100024	1460					197007	12							9	False														167			True	1152		
1153	1049	1		Uşaq və Neonatalogiya 	0				1	243233	30.04.2020 10:51:06	274822416	18.02.2025 17:20:06	1	System.Byte[]	4												100024	1224					197032	71							14	False	Neonatal Intensive Care 													167				1153		
1154	1050	1		Alqologiya	0				1	243310	23.06.2020 09:36:03	40522333	2.03.2023 16:26:38	1	System.Byte[]							True	True					100024	1219					107	129							14	False	Algology													167			True	1154		
1155	1051	2		Ameliyathane Cihaz Randevu	0				1	243320	24.06.2020 17:00:57			1	System.Byte[]													100024	1306													9	False														167				1155		
1156	1052	1		Organ Nakli	0				1	243416	7.07.2020 14:03:57	31220390	25.11.2022 18:35:50	1	System.Byte[]							True	True					100024	1247					147	25							9	False	Transplantation													167			True	1156		
1157	1053	1		İnme Merkezi	0				1	243456	14.07.2020 09:46:14	481075451	5.05.2026 16:00:19	1	System.Byte[]		1	2	11	12		True	True					100024	1326					168	35							9	False	Stroke Center													167			True	1157		
1158	1054	1		Palyatif Bakım Kliniği	0				1	243461	14.07.2020 18:05:44	72309896	3.10.2023 14:20:44	1	System.Byte[]													100024	1632					197	278							9	False														167				1158		
1159		1		Çocuk Yoğunbakım	0				1	243609	27.07.2020 16:16:47	274822416	18.02.2025 17:18:37	1	System.Byte[]	4												100024	1325					135	286							9	False	Pediatric Intensive Care													167				1159		
1160		1		Fonksiyonel Tıp	0				1	243929	17.09.2020 14:51:13	272075481	13.02.2025 14:41:35	1	System.Byte[]							True						100024	1360					140	366						60	9	False														167				1160		
1161		1		Tıbbi Genetik	0				1	244439	2.11.2020 09:00:42	340076898	20.06.2025 15:40:59	1	System.Byte[]		1	2	11	12		True	True					100024	1307					189	140							9	False	Medical Genetics			Tıbbi Genetik										167			True	1161		
1162	36	1		Jinekoloji Onkoloji Cerrahisi	0				1	244453	2.11.2020 15:47:07	4576171	3.01.2022 13:09:51	1	System.Byte[]		1	2	11	12		True	True					100024	1493					160	332							9	True	Gynecological Oncology Surgery			Jinekoloji Onkoloji Cerrahisi										167				1162		
1163		1		Akupunktur	0				1	244513	6.11.2020 12:03:51	120767244	29.04.2024 16:52:17	1	System.Byte[]							True						100024	1272					168	9							9	False		Pusula.Tedavi.Muayene.FormGenelMuayene		Akupunktur										167			True	1163		
1168		1		Uşaq Ürək - Damar Cərrahiyyəsi	0				1	244514	6.11.2020 12:28:08	40522333	3.03.2023 10:54:01	1	System.Byte[]							True	True					100024	1269					125	123							14	False	Pediatric Cardiovascular Surgery													167			True	1168		
1169		1		El Cerrahisi	0				1	244514	6.11.2020 12:30:55	251971	26.06.2021 13:08:25	1	System.Byte[]							True						100024	1361					137	79							9	False														167			True	1169		
1170		1		Tıbbi Mikrobiyoloji	0				1	244515	6.11.2020 12:36:39	133425523	31.05.2024 11:12:44	1	System.Byte[]								False					100024	1269					191	145							9	False														167			True	1170		
1272	1272	1		Çocuk Endokrinolojisi	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1272		
1273	1273	1		Çocuk Endokrinoloji Kliniği	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1273		
1283	1283	1		Kalp ve Damar Cerrahisi	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1283		
1284	1284	1		Kalp ve Damar Cerrahisi 	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1284		
1295	1295	1		Çocuk Yoğun Bakım	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1295		
1320	1320	1		Çocuk Nefrolojisi Kliniği	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	True																				True														167				1320		
1357	1357	1		Çocuk Romatolojisi	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1357		
1359	1359	1		Çocuk Romatoloji Kliniği	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1359		
1360	1360	1		Psikometrik Testler(Çocuk)	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1360		
1362	1362	1		İnme Merkezi	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1362		
1363	1363	1		İnme Merkezi Klinigi	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1363		
1364	1364	1		Organ Nakli	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1364		
1365	1365	1		Organ Nakil Kliniği	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1365		
1367	1367	1		Tüp Bebek	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1367		
1399	1399	1		Palyatif Yoğun Bakım	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1399		
1403	1403	1		Çocuk Gastroenteroloji, Hepatoloji ve Beslenme	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1403		
1404	1404	1		Çocuk Gastroenteroloji, Hepatoloji ve Beslenme Kl	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1404		
1407	1407	1		El Cerrahisi Polikliniği	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1407		
1411	1411	1		Çocuk Psikolojisi	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1411		
1412	1412	1		Girişimsel Radyoloji	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1412		
1418	1418	1		Anestezi	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1418		
1441	1441	1		Çocuk İmmünolojisi ve Alerjisi	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1441		
1442	1442	1		Çocuk İmmünolojisi ve Alerji Kliniği	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1442		
1443	1443	1		Çocuk Nörolojisi Kliniği	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1443		
1444	1444	1		Perinatoloji	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1444		
1472	1472	1		Akupunktur	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1472		
1473	1473	1		Gastroenteroloji Cerrahisi	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1473		
1474	1474	1		Gastroenteroloji Cerrahisi Kliniği	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1474		
1475	1475	1		İşyeri Hekimliği	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1475		
1476	1476	1		Çocuk Enfeksiyon Hastalıkları	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1476		
1477	1477	1		Çocuk Enfeksiyon Hastalıkları	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1477		
1544	1544	1		Çocuk Kalp ve Damar Cerrahisi	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1544		
1545	1545	1		Çocuk Kalp ve Damar Cerrahisi Kliniği	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1545		
1546	1546	1		Denge Merkezi	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				1546		
1547		1		Organ Nakli (Nefroloji)	0				1	244698	24.11.2020 15:02:37	252460	7.07.2021 12:15:48	1	System.Byte[]		1	2	11	12		True						100024	1245					166	97						20	9	False														167				1547		
1548		1		Organ Nakli (Gastroentroloji)	0				1	244698	24.11.2020 15:08:22			1	System.Byte[]		1	2	11	12								100024	1230					144	91						20	9	False														167				1548		
1549		1		Orqan Trasplantasiyası	0				1	244698	24.11.2020 15:10:28	421527462	26.11.2025 11:27:40	1	System.Byte[]		1	2	11	12		True	True					100024	1231					147	74						20	14	False	Organ Transplantation (General Surgery)													167			True	1549		
