Id	Kodu	Adi	SutKodu	SaglikNetKodu	VBOFiyati	MinYas	MaxYas	CinsiyetId	DoktorKapasitesi	IptalAciklamaId	IptalAciklamasi	OperationTypeId	CreatedByLoginId	CreatedDate	ModifiedByLoginId	ModifiedDate	State	RecordStamp	MerkezId	SenkronizasyonTarihi	SenkronizasyonLogId	IsDigerBransindanTakipAlabilir	IsYasCinsiyetKuraliSadeceSGKIcin	costcenter_id	costcenter_code	MKodu	TedaviTipiId	IsKurallariOnlineGorusmeIcinUygula
246	126	Androloji	2796			0	999					1	1	18.07.2020 22:17:56			0	System.Byte[]	126						GM-45	2796		
247	127	Üreme Endokrinolojisi ve İnfertilite	3050			0	999					1	1	18.07.2020 22:17:56			0	System.Byte[]	127						GM-43	3050		
248	132	Nöroradyoloji	3359			0	999					1	1	18.07.2020 22:17:56			0	System.Byte[]	132						MM4-10	3359		
249	134	Pediyatrik Radyoloji	3357			0	999					1	1	18.07.2020 22:17:56			0	System.Byte[]	134						MM4-10	3357		
250	141	Klinik Sitogenetik	3664	189		0	999					1	1	18.07.2020 22:17:56			0	System.Byte[]	141					1245	MM4-03	3664		
251	143	Klinik Genetik	3666	47		0	999					1	1	18.07.2020 22:17:56			0	System.Byte[]	143						MM4-03	3666		
252	150	Toksikoloji	3951	1		0	999					1	1	18.07.2020 22:17:56			0	System.Byte[]	150						GM-96	3951		
253	178	Ortodonti	5100	170		0	999					1	1	18.07.2020 22:17:56			0	System.Byte[]	178					1413	GM-90	5100		
254	9989	Aromaterapi	254			0	999					1	1	18.07.2020 22:17:56			0	System.Byte[]	9989						GM-145	254		
255	9990	Diyabetik Ayak Polikliniği	4567	789		0	999					1	1	18.07.2020 22:17:56			0	System.Byte[]	9990						GM-146	4567		
256	3100	Palyatif Bakım Ünitesi	3100	197005		0	999					1	1	18.07.2020 22:17:56			0	System.Byte[]	3102					1255	MM4-15	3100		
257	10000	Meme Sağlığı Ünitesi	896			0	999					1	1	18.07.2020 22:17:56			0	System.Byte[]	10000						GM-149	10000		
258	10001	İlk ve Acil Yardım	5800	1		0	999					1	1	18.07.2020 22:17:56			0	System.Byte[]	10001						GM-148	5800		
259	1596	Çocuk Acil	1596	115		0	18					1	1	18.07.2020 22:17:56	420957472	25.11.2025 10:17:57	1	System.Byte[]	10002						GM-46	10002		True
260	10003	İç Hastalıkları Yoğun Bakım	1048			0	999					1	1	18.07.2020 22:17:56			0	System.Byte[]	10003						GM-147	1048		
277	5100	Ortodonti	5100	170		0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	5002					1536	GM-90	5100		
278	1073	Geriatri	1073	148		0	999					54	1	17.01.2020 12:29:51	452276938	17.01.2026 09:13:56	1	System.Byte[]	1073						GM-21	1073		
279	1198	Alerjik Göğüs Hastalıkları	1198	26		0	999					54	1	17.01.2020 12:29:51	77565674	31.10.2023 16:22:06	1	System.Byte[]	1198						GM-18	1198		
280	1561	Neonatoloji	1561	167		0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	1561						GM-46	1561		
282	2781	Çocuk Ürolojisi	2781	53		0	18					54	1	17.01.2020 12:29:51	420957472	25.11.2025 10:18:01	1	System.Byte[]	2781						GM-08	2781		True
283	3300	Girişimsel Radyoloji	3300			0	999					54	1	17.01.2020 12:29:51			1	System.Byte[]	3372						GM-59	3372		
284	4677	Epidemiyoloji	4677	141		0	999					54	1	17.01.2020 12:29:51			1	System.Byte[]	4677						GM-12	4677		
285	5700	Ağız ve Diş Sağlığı	5700	198		0	999					54	1	17.01.2020 12:29:51	73466166	9.10.2023 16:13:45	1	System.Byte[]	5700						GM-02	5301		
286	1548	Çocuk Yoğun Bakım	1500	135		0	18					54	1	17.01.2020 12:29:51	420957472	25.11.2025 10:18:05	1	System.Byte[]	9936						GM-60	9936		True
287	999914	Medikal Estetik		175		0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:04:20	1	System.Byte[]	9937					1525	GM-138	9937		
288	999911	Fako Cerrahisi				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:04:02	1	System.Byte[]	9939					1523	GM-136			
289	999928	Şaşılık Cerrahisi				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:05:57	1	System.Byte[]	9940					1522	GM-135			
290	999927	Skolyoz Cerrahisi				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:05:49	1	System.Byte[]	9942					1521	GM-134			
291	999919	Oküloplasti				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:04:54	1	System.Byte[]	9943					1520	GM-133			
292	999910	Evlilik Terapisi				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:03:54	1	System.Byte[]	9944					1519	GM-132			
293	99995	Çocuk Ortopedisi	2600	44		0	18					54	1	17.01.2020 12:29:51	420957472	25.11.2025 10:18:09	1	System.Byte[]	9945					1518	GM-131	203		True
294	999923	Polisomnografi				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:05:22	1	System.Byte[]	9946					1517	GM-130			
295	2800	Baş Boyun Cerrahisi	2800	107		0	999					54	1	17.01.2020 12:29:51			1	System.Byte[]	9947					1516	GM-129			
296	9999	Kapalı Kapak Tedavilerii Kapalı malformasyon Tedav				0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	9948					1515	GM-128			
297	9999	Vitroretinal Cerrahi				0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	9949					1514	GM-127			
298	9999	Apne Cerrahisi				0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	9950					1513	GM-126			
299	9999	Beyin Tümörleri Cerrahisi				0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	9951					1512	GM-125			
300	99996	Çocuk Oyun Terapisi				0	18					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:03:26	1	System.Byte[]	9952					1511	GM-124			
301	999922	Podoloii(Ayak Sağlığı)				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:05:13	1	System.Byte[]	9953					1510	GM-123	211		
302	9999	İnme Merkezi				0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	9934					1509	GM-122			
303	9999	Kohlear İmplant				0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	9955					1508	GM-121			
304	9999	Elektrofizyoloji ve Aritmi				0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	9956					1507	GM-120			
305	9999	Retinal Cerrahi				0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	9957					1506	GM-119			
306	999929	Uyku Bozuklukları				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:06:03	1	System.Byte[]	9958						GM-118			
307	9999	Kozmetoloji				0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	9959					1504	GM-117			
308	9999	Omurga Cerrahisi				0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	9960					1503	GM-116			
310	9999	Obezite Cerrahisi(Bariatrik Cerrahi)				0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	9962					1500	GM-113			
311	9999	Gastroenteroloji Cerrahisi				0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	9963					1499	GM-112			
312	5301	Pedodonti (Çocuk Diş)	5300			0	18			36	Mükererlik olmaması için silindi. 5300 kodu mevcut.	54	1	17.01.2020 12:29:51	1662304	15.11.2021 14:45:46	0	System.Byte[]	9964					1498	GM-111	36578		
313	9999	Hepatobilier Cerrahi				0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	9965					1497	GM-110			
314	1599	Çocuk Romatolojisi	1599			0	18					54	1	17.01.2020 12:29:51	420957472	25.11.2025 10:18:14	1	System.Byte[]	1500					1496	GM-109	1599		True
315	9999	Kolorektal Cerrahi				0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	9967					1495	GM-108			
316	9999	Çene Cerrahisi				0	999			36	Yerine 5100 kodu eklendiğinden mükererlik olmaması için silindi.	54	1	17.01.2020 12:29:51	1662304	15.11.2021 14:19:11	0	System.Byte[]	9968					1494	GM-107			
317	999916	Mikrocerrahi				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:04:35	1	System.Byte[]	9969					1488	GM-106			
318	999912	Jineonkoloji				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:04:07	1	System.Byte[]	9970					1487	GM-105			
319	999915	Medikal Onkoloji				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:04:28	1	System.Byte[]	9971					1486	GM-104			
320	99994	Bireysel Genomik Tıp 				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:02:29	1	System.Byte[]	9972					1490	GM-103			
321	9999	Meme Cerrahisi				0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	9973					1489	GM-102	896		
322	5550	Endodonti	5550			0	999					54	1	17.01.2020 12:29:51	1662304	15.11.2021 14:06:00	1	System.Byte[]	9974					1485	GM-101			
323	999917	Moleküler Genetik				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:04:42	1	System.Byte[]	9975					1484	GM-100			
324	99991	Çocuk Beyin ve Sinir Cerrahisi				0	18					54	1	17.01.2020 12:29:51	420957472	25.11.2025 10:18:19	1	System.Byte[]	9976					1540	GM-94	9976		True
325	999924	Psikoonkoloji				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:05:29	1	System.Byte[]	9977					1539	GM-93			
326	999920	Pedagoji				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:05:01	1	System.Byte[]	9978					1538	GM-92			
327	999913	Klinik Psikoloji				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:04:15	1	System.Byte[]	9979					1537	GM-91			
328	999925	Ruh Sağlığı ve Hastalıkları				0	999					54	1	17.01.2020 12:29:51	414253882	14.11.2025 10:52:06	1	System.Byte[]	9980					1535	GM-89			
329	999921	Plastik Cerrahi				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:05:07	1	System.Byte[]	9981					1534	GM-88			
330	999926	Ses Konuşma Ve Yutma Bozuklukları				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:05:43	1	System.Byte[]	9982					1533	GM-87			
331	999918	Odyoloji				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:04:48	1	System.Byte[]	9983					1532	GM-86			
332	3010	Jinekolojik Onkoloji Cerrahisi	3010	160		0	999					54	1	17.01.2020 12:29:51	245766	5.02.2021 16:36:30	1	System.Byte[]	3000					1493	GM-84	3000		
333	1801	Geleneksel ve Tamamlayıcı Tıp	1800			0	999					54	1	17.01.2020 12:29:51	253341	14.07.2021 12:22:46	1	System.Byte[]	9921					1491	GM-82	9985		
334	99999	Estetisyen				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:03:44	1	System.Byte[]	9986					1530	GM-81			
335	99998	Doğum Koçluğu 				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:03:37	1	System.Byte[]	9987					1529	GM-80			
336	99997	Dil ve Konuşma Terapisi				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:03:32	1	System.Byte[]	9988					1528	GM-79	9988		
337	2796	Androloji	2796			0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	126						GM-45	2796		
338	3050	Üreme Endokrinolojisi ve İnfertilite	3050			0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	127						GM-43	3050		
339	3359	Nöroradyoloji	3359			0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	132						MM4-10	3359		
340	3357	Pediyatrik Radyoloji	3357			0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	134						MM4-10	3357		
341	3664	Klinik Sitogenetik	3664	47		0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	141						MM4-03	3664		
342	3666	Klinik Genetik	3666	47		0	999					54	1	17.01.2020 12:29:51			0	System.Byte[]	143						MM4-03	3666		
343	3951	Toksikoloji	3951	1		0	999					54	1	17.01.2020 12:29:51			1	System.Byte[]	150						GM-96	3951		
344	5100	Endokrinologiya 	5100	103		0	999					54	1	17.01.2020 12:29:51	1662304	15.11.2021 14:10:54	1	System.Byte[]	5700					1536	GM-90	5100		
345	99993	Revmatologi				0	999					54	1	17.01.2020 12:29:51	174813876	19.08.2024 15:02:23	1	System.Byte[]	9989						GM-145			
346	4567	Diyabetik Ayak Polikliniği	4567	789		0	999					54	1	17.01.2020 12:29:51			1	System.Byte[]	9990						GM-146	9990		
347	1900	Meme Sağlığı Ünitesi	1900	38		0	999					54	1	17.01.2020 12:29:51	327999339	27.05.2025 13:38:18	1	System.Byte[]	1900						GM-149	10000		
348						0	999			36		0	1	18.07.2020 21:14:04	244479	4.11.2020 12:13:53	0	System.Byte[]										
349	301	PANDEMİ KLİNİĞİ (ÇOCUK)		301		9999	18					1	244722	25.11.2020 14:39:28	244722	25.11.2020 14:41:17	1	System.Byte[]				False						
350	300	PANDEMİ KLİNİĞİ (ERİŞKİN)		300		999	0					1	244722	25.11.2020 14:41:46			1	System.Byte[]				False						
351	2782	Çocuk Ürolojisi (Çocuk cerrahisi)	2782	53		0	18					1	245513	22.01.2021 10:27:36	420957472	25.11.2025 10:18:25	1	System.Byte[]	2781			False			GM-08	2782		True
352	1596	Çocuk Acil	1596	115		0	18			36	asass	1	251384	17.06.2021 17:41:02	251384	17.06.2021 17:45:20	0	System.Byte[]				False	True					
353	1855	Romatoloji (Fizik Tedavi)	1855	93		0	999					1	261858	3.09.2021 17:43:50	261899	4.09.2021 09:13:12	1	System.Byte[]	1055			False				1055		
354	5200	Ortodonti	5200	170								1	321162	20.09.2021 15:23:45	1662304	15.11.2021 14:14:47	1	System.Byte[]	5300			False				178		
355	1048 	İÇ HASTALIKLARI YOĞUN BAKIM	1048	197010		0	999					1	1348876	4.11.2021 12:41:22	292422437	24.03.2025 09:49:35	1	System.Byte[]				False						
356	1173	İmmünoloji ve Alerji Hastalıkları(Göğüs Hastalıkla	1173			0	999			36	ddd	1	1379729	5.11.2021 14:25:08	1379729	5.11.2021 14:42:35	0	System.Byte[]				False						
357	1173	İmmünoloji ve Alerji Hastalıkları(Göğüs Hastalıkla	1173	26		0	999			36	llmlml	1	1446789	9.11.2021 16:03:16	1769615	18.11.2021 10:26:42	0	System.Byte[]				False						
358	5400	Protetik Diş Tedavisi	5400	176		0	999					1	1662304	15.11.2021 14:00:39	1662304	15.11.2021 14:11:37	1	System.Byte[]				False						
359	5150	Restoratif Diş Tedavisi	5150				999					1	1662304	15.11.2021 14:02:50			1	System.Byte[]				False						
360	5500	Periodontoloji	5500	174		0	999					1	1662304	15.11.2021 14:03:55	1662304	15.11.2021 14:17:03	1	System.Byte[]				False						
361	9974	Meme Hastalıkları ve Cerrahisi 	230			0	999					1	1672637	15.11.2021 15:44:23			1	System.Byte[]	1900			False				5011		
362	9905	Yenidoğan ve Prematüre İzlem Polikliniği	9999	1		0	1					1	6101868	24.01.2022 09:17:25			1	System.Byte[]				False				5802		
363	9906	Bütüncül Tıp Uygulamaları	9999	1		0	120					1	6102044	24.01.2022 09:21:14			1	System.Byte[]	9921			False				5801		
364	1910	Cerrahi Onkoloji	1910	113			999					1	9763560	11.03.2022 17:42:17	425953707	4.12.2025 09:52:31	1	System.Byte[]				False				10001		
365	99992	Ergoterapist		9999		0	999					1	10994280	24.03.2022 08:19:53	10994280	24.03.2022 08:20:45	1	System.Byte[]				False				100010		
366	9989	Fonksiyonel Tıp	9999			0	999					1	11306867	28.03.2022 17:24:10	11306867	28.03.2022 17:24:45	1	System.Byte[]	9921			False				10005		
367	5022	Çocuk Psikolojisi	9918	46		0	18					54	1	17.01.2020 12:29:51	420957472	25.11.2025 10:18:32	1	System.Byte[]	5022					1253	GM-37	9918		True
368	2679	El Cerrahisi (Ortopedi ve Travmatoloji)	2679	137								1	18670327	22.06.2022 08:30:21			1	System.Byte[]	2600			False				10003		
369	99993	Evde Bakım		9999			999			36	deneme	1	19849264	7.07.2022 13:22:00	19887267	7.07.2022 17:51:25	0	System.Byte[]				False						
370	99181	Aile Danışmanlığı	9918	46		0	999					1	40184294	28.02.2023 10:31:01			1	System.Byte[]	9918			False		1253	GM-37	10007		
371	2600	Skolyoz ve Omurga Cerrahisi	2600	44		0	999					54	1	17.01.2020 12:29:51	208636	20.01.2020 10:21:01	1	System.Byte[]	2600					145	GM-32	10004		
372	1587	Çocuk Hematolojisi	1587	10		0	21					1	71998480	2.10.2023 10:01:58	420957472	25.11.2025 10:18:37	1	System.Byte[]	1587			False				10008		True
373	1588	Çocuk İmmünolojisi	1588	124		0	18					1	72873048	6.10.2023 10:56:19	420957472	25.11.2025 09:26:41	1	System.Byte[]	5900			False				10010		True
374	1585	Çocuk Metabolizma Hastalıkları	1585	72								1	75482122	19.10.2023 17:58:55	75482122	19.10.2023 17:59:44	1	System.Byte[]	1585			False				10009		
375	1173	İmmünoloji ve Alerji Hastalıkları(GH)	1173			16	999					1	77565674	31.10.2023 16:24:31	98221537	14.02.2024 15:47:49	1	System.Byte[]				False						
376	1600	Çocuk ve Ergen Psikiyatrisi	1600	58		0	90					1	85458099	13.12.2023 14:03:37			1	System.Byte[]	10011			False				10011		
377	3199	Algoloji (Ağrı Ünitesi)	3199	107								1	119940461	27.04.2024 11:01:05	124883042	9.05.2024 16:01:01	1	System.Byte[]	10012			False				10012		
378	1501	Ergen Sağlığı	1500	59		10	18					1	212043236	24.10.2024 09:14:53	215091580	30.10.2024 15:40:34	1	System.Byte[]				False				10013		
379	1502	MS Polikliniği				0	999					54	1	17.01.2020 12:29:51	208636	20.01.2020 10:31:02	1	System.Byte[]	10014					143	GM-30	10014		
380	5000	Histoloji ve Embriyoloji	5000	156								1	267673399	5.02.2025 18:53:13			1	System.Byte[]				False						
381	1593	Çocuk Endokrinolojisi	1593	127		0	18					1	289452679	19.03.2025 15:15:48	420957472	25.11.2025 10:18:54	1	System.Byte[]	10015			False				10015		True
382	1099	Alerji Hastalıkları(İH)	1099	158								1	331959179	3.06.2025 13:48:58			1	System.Byte[]				False						
383	197025	Organ Nakli Yoğun Bakım	197025									1	340816659	20.06.2025 11:43:24			1	System.Byte[]	10016			False				10016		
384	9999	Hemodiyaliz	9999									1	396706305	7.10.2025 15:37:53	396706305	7.10.2025 15:47:55	1	System.Byte[]	10017			False				10017		
385	2601	Omurga Sağlığı	2600	44								1	407556715	4.11.2025 15:35:36			1	System.Byte[]				False						
386	2602	Skolyoz	2600	44								1	407556715	4.11.2025 15:36:03	407556715	4.11.2025 15:36:19	1	System.Byte[]				False						
